TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,R
0.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,0.65,0.4960623331274308
2.0,5.0,3.0,3.0,1.0,2.0,3.0,0.0,0.7,0.5730738213219566
2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.95,0.7620972132152555
1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.25,0.6616354154121032
2.0,5.0,3.0,0.0,0.0,3.0,3.0,0.0,0.5,0.6286441794564297
3.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,0.25,0.5815520029421408
3.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,0.1,0.4332055662314621
3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.95,0.5620235632631508
1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,0.55,0.6298374357900107
2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.5497954264644299
1.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0,0.55,0.6474795243391588
2.0,0.0,3.0,1.0,1.0,3.0,3.0,2.0,0.55,0.5821475083611418
2.0,4.0,0.0,2.0,0.0,2.0,3.0,1.0,0.4,0.5661988607141907
2.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,0.5,0.5126281883540239
2.0,5.0,3.0,4.0,0.0,3.0,3.0,1.0,0.95,0.5710483277552945
1.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.35,0.5317176320579039
1.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.6497426646928565
3.0,4.0,2.0,4.0,0.0,2.0,0.0,0.0,0.15,0.3860926432422776
3.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,0.5920329021443125
0.0,6.0,0.0,1.0,0.0,1.0,3.0,0.0,0.7,0.5642458194984328
0.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.5,0.5313731529969001
1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.3,0.5373625012806394
2.0,6.0,2.0,3.0,0.0,3.0,2.0,0.0,0.8,0.555316058459843
3.0,1.0,2.0,4.0,1.0,3.0,0.0,1.0,0.6,0.446193557867537
0.0,4.0,0.0,1.0,1.0,0.0,3.0,2.0,0.4,0.3813583550111409
1.0,5.0,1.0,0.0,1.0,2.0,1.0,1.0,0.7,0.6497176856984739
2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.8,0.5171592530930016
3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.2,0.4089343321507074
0.0,5.0,1.0,3.0,0.0,2.0,3.0,1.0,0.3,0.5911134339713544
1.0,6.0,1.0,0.0,0.0,1.0,3.0,2.0,0.5,0.46084734953978324
1.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,0.75,0.69466657536543
3.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0,0.3,0.6736310857420914
1.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,0.65,0.5997026337492981
3.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.55,0.5981899004648185
0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.3,0.4517860042276855
0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.45,0.42150842337555444
1.0,6.0,2.0,3.0,1.0,1.0,3.0,1.0,0.65,0.6742926206289153
1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.45,0.545143524151034
2.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5389610785115418
0.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.75,0.5979924940328422
2.0,1.0,1.0,3.0,0.0,3.0,3.0,1.0,0.9,0.5317458472641897
2.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.25,0.5551212896067712
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,0.4088148399285162
3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.5,0.6142659510334345
0.0,3.0,3.0,3.0,0.0,2.0,1.0,2.0,0.35,0.43606256373041175
0.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6,0.6927111765005018
2.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,0.5,0.6600896980871701
0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.95,0.684229259990039
0.0,5.0,3.0,2.0,1.0,2.0,3.0,1.0,0.85,0.6033596780624519
0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.9,0.669126107604811
2.0,6.0,1.0,0.0,1.0,3.0,1.0,1.0,0.85,0.6793630967707751
1.0,4.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,0.598846160959649
2.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.75,0.5070108958297379
1.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,0.95,0.6524994511055033
2.0,6.0,3.0,0.0,0.0,1.0,1.0,1.0,0.1,0.6283777004689647
1.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,0.45,0.5159551319619463
0.0,5.0,3.0,2.0,0.0,2.0,0.0,0.0,0.8,0.44557492410057287
3.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,0.45,0.5296878463304878
0.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.45,0.4858006593377686
3.0,6.0,3.0,0.0,0.0,1.0,2.0,2.0,0.15,0.4989315900655036
3.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,0.05,0.49675945456682935
2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.3,0.7088720811133098
1.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3,0.6205235720096117
0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.5,0.6754328833941845
2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.45,0.60059225079437
1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.7,0.5976136598047029
3.0,5.0,1.0,4.0,0.0,3.0,1.0,0.0,0.35,0.6062120881030613
2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.1,0.5696880888922972
3.0,4.0,2.0,3.0,1.0,1.0,0.0,2.0,0.65,0.6208948419982213
3.0,1.0,2.0,4.0,0.0,2.0,1.0,0.0,0.8,0.624531678993818
3.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,0.55,0.47376675168126364
2.0,4.0,3.0,1.0,1.0,0.0,3.0,0.0,0.55,0.575006046559453
0.0,3.0,0.0,3.0,0.0,3.0,1.0,1.0,0.75,0.6333476475331562
2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.65,0.6621597343599731
0.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,0.45,0.6538416307728232
2.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,0.75,0.6334767192367958
2.0,6.0,0.0,1.0,1.0,3.0,2.0,0.0,0.5,0.5471489760957667
1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.5,0.4345878625464882
1.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.75,0.7110271618123422
3.0,6.0,1.0,2.0,1.0,2.0,0.0,0.0,0.85,0.4885869068507702
2.0,6.0,1.0,0.0,0.0,0.0,3.0,1.0,0.05,0.6268319143580515
0.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,0.4,0.6037720536808301
1.0,6.0,1.0,4.0,1.0,0.0,3.0,2.0,0.8,0.5238244417066671
2.0,2.0,2.0,3.0,1.0,3.0,0.0,1.0,0.7,0.6040558274217447
3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6200484418565206
3.0,3.0,3.0,4.0,1.0,3.0,0.0,2.0,0.9,0.5242869024254769
1.0,4.0,1.0,0.0,1.0,2.0,3.0,0.0,0.95,0.710011864325764
3.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,0.3,0.42199597232650593
0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2,0.4538332079158823
2.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,0.6,0.5330754276323955
0.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,0.9,0.7466031658724093
1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.85,0.6471509054602864
1.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.95,0.7309501432232491
2.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9,0.6191493639828222
0.0,5.0,0.0,1.0,0.0,3.0,2.0,1.0,0.65,0.5545077915840089
1.0,6.0,3.0,2.0,1.0,0.0,0.0,1.0,0.7,0.49902366373882073
1.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,0.8,0.47832484710293904
2.0,0.0,2.0,2.0,0.0,3.0,3.0,1.0,0.75,0.6242522402178461
0.0,6.0,2.0,1.0,0.0,1.0,0.0,2.0,0.55,0.46200679603731226
2.0,6.0,2.0,4.0,1.0,3.0,1.0,2.0,0.9,0.6846425946969853
2.0,5.0,2.0,0.0,0.0,1.0,2.0,1.0,0.05,0.5630546139325303
2.0,5.0,0.0,3.0,1.0,1.0,2.0,2.0,0.6,0.5025840294699703
0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.05,0.4280921734081863
1.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.8,0.6948552300342853
3.0,6.0,0.0,3.0,1.0,0.0,3.0,1.0,0.95,0.5653288919782842
3.0,0.0,3.0,1.0,1.0,3.0,3.0,0.0,0.2,0.35086456196962273
0.0,5.0,2.0,1.0,0.0,3.0,1.0,1.0,0.2,0.5978800879245504
0.0,4.0,3.0,3.0,0.0,0.0,3.0,0.0,0.1,0.46797787639370375
2.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.15,0.4782741347144148
3.0,0.0,0.0,4.0,0.0,3.0,1.0,2.0,0.7,0.533585121459058
0.0,4.0,3.0,3.0,0.0,1.0,3.0,2.0,0.2,0.46847873366560866
1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.6,0.5569880448897915
1.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,0.6,0.5761066668557991
1.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,0.95,0.48802765454560854
3.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.3,0.4635595193108123
0.0,5.0,3.0,4.0,1.0,0.0,3.0,2.0,0.45,0.47970879859018706
0.0,5.0,1.0,1.0,1.0,3.0,0.0,2.0,0.25,0.48493430505849444
3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.15,0.41419997064951414
0.0,5.0,2.0,4.0,1.0,0.0,0.0,1.0,0.4,0.514220957996265
2.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,0.7087395877696678
3.0,4.0,3.0,0.0,1.0,3.0,3.0,0.0,0.9,0.5329775061466823
1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.4,0.5568059759263457
0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.4,0.5087233420017464
3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.25,0.4883229873111151
1.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.7,0.48514448202562577
2.0,6.0,1.0,3.0,0.0,1.0,1.0,1.0,0.65,0.5998737057478719
0.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.1,0.6066461385732692
1.0,6.0,2.0,4.0,1.0,3.0,0.0,0.0,0.5,0.6066300337282831
3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.25,0.45314089725420004
3.0,4.0,3.0,3.0,0.0,2.0,1.0,0.0,0.5,0.5898254561562378
1.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,0.6,0.6740724821619826
2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.35,0.7166224165249497
0.0,6.0,0.0,3.0,0.0,1.0,1.0,1.0,0.1,0.6065962003689495
0.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,0.6,0.5543568515454259
3.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,0.45,0.5644545414280475
2.0,5.0,2.0,0.0,1.0,0.0,1.0,1.0,0.45,0.6444037043441756
0.0,3.0,2.0,4.0,0.0,2.0,3.0,0.0,0.95,0.6280876635683987
2.0,3.0,2.0,1.0,1.0,3.0,3.0,0.0,0.25,0.6804332207814889
0.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,0.65,0.6022022539977622
2.0,4.0,3.0,2.0,1.0,0.0,1.0,1.0,0.35,0.5569127713166514
3.0,4.0,3.0,0.0,1.0,0.0,3.0,0.0,0.65,0.5571670747688263
0.0,5.0,1.0,1.0,1.0,0.0,3.0,1.0,0.75,0.4924577769217181
3.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.75,0.6591451012905337
2.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.3,0.4577744510150883
1.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,0.4,0.6117437651883001
1.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0.35,0.6241317552330005
3.0,6.0,0.0,0.0,0.0,1.0,3.0,1.0,0.5,0.4292843575512138
1.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.5899994523064174
3.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.25,0.6129533069360523
1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.9,0.7600557857878973
1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.9,0.710052460380759
3.0,2.0,2.0,4.0,1.0,0.0,2.0,0.0,0.35,0.6102434535788805
1.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,0.75,0.5249903294709106
2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.65,0.4793636760944515
3.0,4.0,0.0,3.0,1.0,2.0,3.0,2.0,0.25,0.467536743466831
2.0,5.0,3.0,1.0,0.0,0.0,1.0,2.0,0.35,0.5118669433064089
2.0,5.0,3.0,1.0,0.0,3.0,3.0,2.0,0.45,0.54342646230794
0.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.95,0.4863507504117064
1.0,3.0,0.0,2.0,1.0,3.0,3.0,2.0,0.9,0.6790296070775609
1.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,0.5,0.5352822769036106
0.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,0.9,0.6071192228018428
3.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,0.85,0.46594494955599036
2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.9,0.6344978726417647
0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.4,0.6019595979334392
3.0,1.0,2.0,3.0,0.0,2.0,3.0,1.0,0.5,0.4538755523796343
0.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,0.8,0.5597913929273044
0.0,5.0,1.0,3.0,1.0,2.0,2.0,2.0,0.15,0.4923194431955068
1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,0.4,0.6134921417809175
3.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.2,0.5808931949280666
3.0,3.0,1.0,2.0,0.0,3.0,2.0,2.0,0.4,0.5485926531212073
2.0,4.0,2.0,4.0,1.0,2.0,2.0,0.0,0.3,0.6408127742013529
3.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,0.8,0.4420280345629549
3.0,5.0,1.0,2.0,0.0,0.0,3.0,2.0,0.6,0.48265620917028085
0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,0.2,0.5283498983630285
2.0,1.0,3.0,1.0,0.0,3.0,3.0,1.0,0.65,0.5938948507644293
0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,0.610707505595138
3.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,0.6,0.5258111150327844
2.0,6.0,1.0,1.0,0.0,1.0,3.0,2.0,0.5,0.6051052031362751
2.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.6578888044389251
2.0,3.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,0.5097463678253025
2.0,5.0,1.0,0.0,0.0,1.0,3.0,1.0,0.15,0.6188433175646363
3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.9,0.5538192444497354
1.0,4.0,2.0,0.0,1.0,1.0,3.0,1.0,0.7,0.7289777318709042
3.0,4.0,0.0,0.0,1.0,3.0,1.0,1.0,0.15,0.509596524400711
2.0,4.0,2.0,2.0,0.0,3.0,2.0,0.0,0.05,0.5017964285466134
1.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,0.8,0.6303932827310519
1.0,5.0,1.0,0.0,0.0,3.0,3.0,1.0,0.25,0.649954612505094
3.0,6.0,3.0,2.0,0.0,0.0,1.0,1.0,0.1,0.5396036908826712
0.0,6.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.6991847691541568
0.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,0.4,0.44328487305445224
1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.7,0.657416445604565
0.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.85,0.446667770034071
1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.8,0.554580675578636
3.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,0.6,0.6251921703963688
0.0,5.0,1.0,2.0,0.0,0.0,2.0,0.0,0.85,0.5721170819664706
1.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.6,0.6836575338094117
0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.25,0.5739360789120848
1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.4,0.5964933446889009
3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.6,0.5028279660362368
0.0,6.0,1.0,2.0,0.0,2.0,0.0,1.0,0.5,0.44252872749033606
3.0,4.0,2.0,1.0,1.0,0.0,3.0,1.0,0.3,0.6596367386416052
3.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.5,0.4732476620649332
1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.55,0.5488402089586725
3.0,4.0,0.0,2.0,1.0,2.0,1.0,1.0,0.7,0.674787809602575
1.0,3.0,2.0,0.0,1.0,0.0,3.0,1.0,0.6,0.7688563823689158
2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.45,0.5725858479039765
3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.55,0.5201828930624586
0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.45,0.5708522851466241
0.0,5.0,0.0,0.0,1.0,2.0,1.0,1.0,0.65,0.6024172996550149
1.0,5.0,1.0,1.0,0.0,3.0,0.0,1.0,0.45,0.5663844551941992
0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.3,0.5907928376090407
2.0,6.0,3.0,1.0,1.0,3.0,3.0,2.0,0.9,0.45861686318193223
0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.95,0.5346404847641428
0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.35,0.5679438678900869
3.0,5.0,2.0,0.0,1.0,0.0,2.0,1.0,0.5,0.540537808312065
3.0,4.0,2.0,4.0,0.0,2.0,2.0,0.0,0.95,0.5827438563903415
1.0,4.0,0.0,0.0,0.0,2.0,3.0,1.0,0.85,0.4914390842078937
1.0,4.0,2.0,1.0,1.0,3.0,0.0,1.0,0.65,0.7270903907649731
1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,0.8,0.7299052350856822
2.0,6.0,2.0,2.0,1.0,0.0,2.0,1.0,0.9,0.5955637009587212
3.0,3.0,2.0,0.0,1.0,1.0,3.0,0.0,0.9,0.6424173646564926
0.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,0.45,0.5652002175279471
0.0,6.0,2.0,2.0,1.0,3.0,3.0,1.0,0.1,0.6528124449411796
3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.65,0.6438742390058407
0.0,2.0,3.0,2.0,0.0,0.0,3.0,2.0,0.5,0.512451273958908
2.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.25,0.44689375773382106
2.0,4.0,0.0,3.0,1.0,2.0,1.0,1.0,0.05,0.6269712147283224
1.0,4.0,1.0,1.0,1.0,0.0,3.0,1.0,0.75,0.5872622396080919
2.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,0.3,0.6115982847063588
3.0,4.0,0.0,3.0,0.0,2.0,3.0,0.0,0.35,0.48868841162901766
3.0,5.0,2.0,1.0,0.0,1.0,3.0,0.0,0.85,0.5035587758840927
0.0,6.0,0.0,1.0,1.0,0.0,2.0,1.0,0.6,0.513547313650545
2.0,3.0,1.0,0.0,1.0,3.0,3.0,1.0,0.4,0.7105573696119659
3.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,0.35,0.6193021880863543
1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.95,0.5629176250084591
3.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,0.2,0.4284960728390814
2.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.95,0.7031397131841014
3.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.2,0.4992171118239299
1.0,3.0,3.0,0.0,1.0,2.0,3.0,2.0,0.95,0.5523262734638721
1.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.5,0.5733297221509344
1.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,0.45,0.5527029182346862
0.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,0.7,0.5383856079672396
0.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.6050160495452679
3.0,6.0,1.0,1.0,0.0,2.0,1.0,1.0,0.8,0.49906317661718924
1.0,4.0,2.0,0.0,1.0,2.0,0.0,2.0,0.75,0.5917399007990303
3.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,0.5,0.5311834889215296
0.0,6.0,2.0,1.0,1.0,2.0,3.0,1.0,0.7,0.5096498934896446
2.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,0.6437541601144544
2.0,6.0,3.0,4.0,1.0,0.0,2.0,1.0,0.8,0.6085696960046888
0.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,0.9,0.5423945339391316
0.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,0.6,0.6545395446704129
2.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,0.4,0.4664131482143689
1.0,5.0,0.0,2.0,1.0,1.0,3.0,1.0,0.55,0.6723717819446593
3.0,3.0,0.0,4.0,1.0,0.0,2.0,0.0,0.8,0.4948229911180014
1.0,6.0,3.0,0.0,0.0,1.0,3.0,1.0,0.35,0.4950461035361035
1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.5879538569335168
1.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,0.35,0.6132272471247437
1.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0,0.8,0.71457459419742
3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.5,0.48510607844118947
1.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,0.55,0.4337850382830221
3.0,4.0,0.0,3.0,1.0,3.0,3.0,0.0,0.6,0.5490868720527639
1.0,5.0,1.0,0.0,1.0,2.0,2.0,1.0,0.8,0.6713861902839638
1.0,4.0,2.0,1.0,0.0,2.0,3.0,1.0,0.4,0.5218982901088771
0.0,6.0,3.0,4.0,0.0,0.0,2.0,2.0,0.75,0.47517507639455187
1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,0.7,0.6975174562049758
3.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.6,0.6367957558514028
3.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.35,0.5739577553435875
2.0,5.0,0.0,0.0,1.0,2.0,1.0,1.0,0.55,0.6053981276749542
1.0,6.0,3.0,1.0,0.0,1.0,3.0,2.0,0.7,0.5880812211487637
0.0,1.0,3.0,0.0,1.0,0.0,3.0,2.0,1.0,0.5591261676252581
3.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.8,0.525920081733833
2.0,4.0,0.0,1.0,0.0,0.0,3.0,1.0,0.3,0.46015367079863645
3.0,6.0,3.0,0.0,1.0,2.0,2.0,1.0,0.5,0.5324642197664388
2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.6,0.5555694558984933
3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.35,0.5534096452257817
3.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,0.2,0.47788813225273824
1.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,0.75,0.6103143078834646
3.0,4.0,0.0,2.0,1.0,3.0,3.0,1.0,0.15,0.5568882118198127
1.0,6.0,2.0,2.0,0.0,3.0,3.0,1.0,0.3,0.6078569660134011
0.0,4.0,1.0,1.0,1.0,3.0,0.0,1.0,0.95,0.5480945423034197
3.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.2,0.5676341474874955
1.0,5.0,3.0,1.0,1.0,2.0,2.0,0.0,0.25,0.656619344886563
3.0,6.0,2.0,4.0,1.0,3.0,1.0,1.0,0.6,0.5596456031592526
1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.65,0.4886181330843039
3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.35,0.545214397200962
2.0,6.0,3.0,0.0,0.0,1.0,0.0,1.0,0.1,0.44077595615444826
3.0,5.0,3.0,2.0,0.0,1.0,1.0,1.0,0.5,0.5076624586100739
2.0,0.0,1.0,3.0,0.0,3.0,3.0,1.0,0.2,0.590426886969046
3.0,5.0,2.0,0.0,0.0,1.0,3.0,1.0,0.45,0.5549605910051933
2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.1,0.5264326466045505
3.0,5.0,3.0,1.0,0.0,1.0,2.0,1.0,0.7,0.4891598076395554
3.0,6.0,1.0,3.0,1.0,0.0,2.0,1.0,0.95,0.6275536348354704
3.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,0.95,0.5737304398524585
1.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.45,0.577499026978745
2.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.6,0.6189153157522858
2.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,0.9,0.5673923374825377
1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.45,0.6535360076454547
1.0,5.0,2.0,0.0,1.0,1.0,3.0,1.0,0.35,0.7217989040644283
0.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,0.6,0.40650244393131896
2.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,0.9,0.5642359278458667
3.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,0.85,0.6731745047651491
1.0,5.0,3.0,2.0,0.0,2.0,3.0,0.0,0.55,0.43608719054719675
3.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.35,0.45134441214673376
0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.6811426127383267
1.0,5.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.6919662308490125
0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.6,0.613273974572237
3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,0.95,0.4341592252522447
0.0,4.0,0.0,4.0,0.0,2.0,3.0,1.0,0.6,0.5467078567128094
3.0,5.0,3.0,1.0,1.0,2.0,3.0,2.0,0.3,0.46819756044753674
1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,0.5,0.46721949049423117
